"","Marca temporal","Edad, en años cumplidos","Sexo","¿En cuál sede de la UCAB estudias?","¿En cuál escuela estudias?","¿Cuál semestre cursas actualmente?","¿Cuánto temor te produce el coronavirus?","¿Cuántas medidas de prevención has adoptado en tu vida diaria para evitar contagiarte?","Describelas brevemente (opcional)","3- ¿Cómo te sientes en cuarentena?","Cuando termine la cuarentena tu crees que...","A continuación encontraras una lista de las actividades que las personas están haciendo en cuarentena, marca todas las que apliquen a tu caso."
"318",2020-04-07 00:05:33,21,"Hombre","Caracas","Administración y Contaduría",2,3,4,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy haciendo cursos en línea, Estoy conectado más tiempo en redes sociales, Fotografía"
"319",2020-04-07 00:13:38,18,"Mujer","Caracas","Psicología",2,4,5,"Hábitos de higiene. 
Distanciamiento social.
Salir cuando sea estrictamente necesario.","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy escribiendo, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"320",2020-04-07 00:39:44,19,"Mujer","Caracas","Psicología",2,5,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"321",2020-04-07 00:41:51,20,"Mujer","Caracas","Administración y Contaduría",5,3,4,"Tenemos un plan de control, la persona que le corresponda salir ya sea por comida o cualquier otra necesidad, debe dejar los zapatos afuera de la casa, entrar y ir directo al baño, poner la ropa en el cesto y bañarse. Luego la ropa del cesto se lava con desinfectante y se le coloca un poco de alcohol, ese es el proceso. Para los demás debemos estar constantemente lavandonos las manos con agua y jabon, Si tocamos algo que estuvo en el exterior como cuando tenemos abiertas las ventanas más de 4 horas también hacemos el mismo proceso y limpiamos el lugar.","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia"
"322",2020-04-07 02:08:35,18,"Mujer","Caracas","Derecho",1,4,5,"Dejar los zapatos en la entrada de la puerta, tomar vitamina C, tomar agua con limón, después de lavarme las manos me echo alcohol","Regular, pero no hay más remedio","Nada va a cambiar","Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"323",2020-04-07 03:30:21,18,"Hombre","Caracas","Ciencias Sociales",2,3,4,NA,"Bien, tampoco es para tanto","Las cosas van a mejorar","Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"324",2020-04-07 10:06:28,18,"Mujer","Caracas","Derecho",2,2,3,NA,"Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"325",2020-04-07 10:31:01,18,"Mujer","Caracas","Comunicación Social",2,4,5,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"326",2020-04-07 10:41:44,19,"Mujer","Caracas","Administración y Contaduría",2,5,5,"Lavarme las manos cada 20min","Muy mal, estoy que me subo por las paredes","Las cosas van a estar mucho mejor","Estoy haciendo cursos en línea, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando), Estoy comiendo más de lo normal"
"327",2020-04-07 11:43:15,22,"Mujer","Caracas","Psicología",3,3,3,"Múltiples lavados de manos y cara durante el día, limpieza de superficies que se tocan comúnmente por todos los miembros de la casa, mantener distancia","Regular, pero no hay más remedio","Las cosas van a estar mucho peor","Estoy leyendo más de lo habitual (libros, revistas), Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"328",2020-04-07 12:12:11,23,"Hombre","Caracas","Comunicación Social",6,4,4,NA,"Mal, necesito que esto termine pronto","Nada va a cambiar","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"329",2020-04-07 12:28:35,25,"Hombre","Caracas","Administración y Contaduría",3,4,4,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy conectado con mis amigos en linea (jugando o conversando)"
"330",2020-04-07 13:41:25,21,"Hombre","Caracas","Administración y Contaduría",1,2,5,"limpiar mucho la casa, usar el tapa boca al salir, lavarnos las manos y no tocar nuestra cara","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"331",2020-04-07 13:51:01,21,"Hombre","Caracas","Ingeniera",1,2,4,"Estoy haciendo la cuarentena al pie de la letra, las pocas veces que salgo uso tapaboca y guantes, trato de no saludar a la gente con contacto físico y me lavo las manos frecuentemente","Bien, tampoco es para tanto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"332",2020-04-07 13:51:34,17,"Hombre","Caracas","Ciencias Sociales",1,3,4,"Lavarnos las manos salir con tapabocas utilizar guantes no tocar perillas de otros lados oh sino con guantes","Bien, tampoco es para tanto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"333",2020-04-07 13:51:48,18,"Hombre","Caracas","Ingeniera",2,2,4,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a estar mal","Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"334",2020-04-07 13:57:29,19,"Mujer","Caracas","Comunicación Social",2,5,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy conectado con mis amigos en linea (jugando o conversando)"
"335",2020-04-07 13:59:17,23,"Hombre","Caracas","Ingeniera",2,5,5,"Todas las que indica la OMS en su página.","Muy mal, estoy que me subo por las paredes","Las cosas van a estar mucho peor","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy conectado más tiempo en redes sociales, Sufro de ansiedad, depresión y claustrofobia,  así que cuando no hago lo demás,  entro en crisis horribles dónde apenas si duermo."
"336",2020-04-07 14:00:21,17,"Hombre","Caracas","Ingeniera",1,1,3,"Lavarse las manos más seguido, por lo menos unas 15 veces al día 
Ponerse alcohol después que toquemos algo 
Usar la mascarilla 
","Regular, pero no hay más remedio","Nada va a cambiar","Estoy adelantando mis estudios, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"337",2020-04-07 14:03:29,18,"Hombre","Caracas","Ingeniera",1,3,5,"Tapabocas, lavado de manos al tocar cualquier cosa posiblemente infectada, no salir de casa, al salir de casa y volver dejar los zapatos en la entrada (nunca pasar con ellos), distanciamiento social de al menos 1 metro y medio.","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"338",2020-04-07 14:05:01,18,"Hombre","Caracas","Ciencias Sociales",1,3,4,NA,"Mal, necesito que esto termine pronto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"339",2020-04-07 14:05:03,21,"Mujer","Caracas","Economía",2,2,5,NA,"Regular, pero no hay más remedio","Las cosas van a estar mucho mejor","Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"340",2020-04-07 14:06:12,17,"Mujer","Caracas","Ciencias Sociales",1,3,3,"Lavarme las manos, usar antibacterial y quedarme en casa","Bien, tampoco es para tanto","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"341",2020-04-07 14:09:09,19,"Mujer","Caracas","Ciencias Sociales",1,3,5,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a estar mal","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy conectado con mis amigos en linea (jugando o conversando)"
"342",2020-04-07 14:11:25,18,"Hombre","Caracas","Ingeniera",1,3,4,"Utilizar tapa bocas, gel antibacterial, consumir mucha vitamina c","Regular, pero no hay más remedio","Nada va a cambiar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"343",2020-04-07 14:11:30,18,"Mujer","Caracas","Economía",2,4,4,"Estar aislado, usar tapabocas, lavarme las manos, limpiar objetos de uso","Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy haciendo cursos en línea, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"344",2020-04-07 14:22:10,25,"Hombre","Caracas","Administración y Contaduría",8,4,5,"Encierro y más encierro","Muy mal, estoy que me subo por las paredes","Las cosas van a estar mucho peor","Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales"
"345",2020-04-07 14:24:43,17,"Mujer","Caracas","Ciencias Sociales",1,3,3,"confinamiento absoluto, guantes y tapabocas si salgo y limpieza con cloro","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy practicando meditación/yoga, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Trabajos de hogar"
"346",2020-04-07 14:38:10,18,"Mujer","Caracas","Ciencias Sociales",1,3,5,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"347",2020-04-07 14:55:26,23,"Mujer","Caracas","Administración y Contaduría",2,5,5,"Tapabocas y guantes si se tiene que comprar algo","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy practicando danza, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"348",2020-04-07 14:55:27,18,"Hombre","Caracas","Ingeniera",2,4,5,NA,"Bien, tampoco es para tanto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia"
"349",2020-04-07 14:55:51,18,"Hombre","Caracas","Ingeniera",2,1,5,NA,"Bien, tampoco es para tanto","Las cosas van a estar mucho mejor","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia"
"350",2020-04-07 14:56:40,18,"Mujer","Caracas","Letras",2,3,3,"No he salido de mi casa desde el 13 de abril y cuando hacen las compras desinfectamos los empaques antes de guardarlos","Muy mal, estoy que me subo por las paredes","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy conectado más tiempo en redes sociales, Estoy conectado con mis amigos en linea (jugando o conversando)"
"351",2020-04-07 14:59:13,18,"Hombre","Caracas","Ingeniera",2,3,4,NA,"Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy practicando con un instrumento musical, Estoy practicando danza, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"352",2020-04-07 15:00:09,19,"Hombre","Caracas","Ingeniera",2,3,4,"Protecciones al salir, limpieza e higiene intenso y no salir a menos que sea necesario.","De maravilla, me encanta estar aislado","Las cosas van a estar mucho peor","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"353",2020-04-07 15:00:36,22,"Mujer","Caracas","Comunicación Social",5,5,4,"Limpieza constante de mi casa y salir a la calle lo menos posible","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"354",2020-04-07 15:01:24,21,"Hombre","Caracas","Ingeniera",4,4,5,"-densifeccion de artículos de uso diario
- protocolo de llegada a casa
- exponer al sol las prendas usadas
-ventanas cerradas","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"355",2020-04-07 15:02:43,20,"Hombre","Caracas","Ingeniera",2,2,2,"Quedarme en mi casa y evitar contacto fisico","Regular, pero no hay más remedio","Nada va a cambiar","Estoy adelantando mis estudios, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"356",2020-04-07 15:02:55,18,"Hombre","Caracas","Ingeniera",2,3,4,NA,"Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"357",2020-04-07 15:04:07,17,"Hombre","Caracas","Comunicación Social",2,3,5,NA,"Mal, necesito que esto termine pronto","Las cosas van a estar mucho mejor","Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"358",2020-04-07 15:04:28,18,"Hombre","Caracas","Ingeniera",2,3,3,NA,"Regular, pero no hay más remedio","Nada va a cambiar","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"359",2020-04-07 15:10:07,18,"Mujer","Caracas","Comunicación Social",2,3,5,"No salir de casa, higiene, salir usando tapabocas, uso de gel antibacterial, distancia con otras personas","Regular, pero no hay más remedio","Las cosas van a estar mal","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy pasando tiempo en familia, Trabajo"
"360",2020-04-07 15:10:23,18,"Hombre","Caracas","Ingeniera",2,3,4,"Lavarse las manos constantemente, usar tapabocas y guantes al salir a la calle, evitar tocar muchas superficies fuera de la casa, y al volver a ella, quitarse los zapatos en la entrada, lavar y/o botar los guantes (si ya se han utilizado muchas veces) al igual que el tapabocas, lavar los zapatos, teléfonos, llaves, manillas de la puerta de entrada, etc... con un poco de cloro o alcohol y agua, lavar la ropa con la que se salió a la calle, y bañarse inmediatamente. En fin, prevenir lo más posible cualquier tipo de contagio...","Bien, tampoco es para tanto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando), He rezado junto a mi familia en casa, así como con amigos y familiares en el exterior a través de videollamadas, hemos meditado el Santo Rosario y los días de la semana Semana Santa, pidiendo por el fin de la pandemia y el bien de todos nosotros"
"361",2020-04-07 15:14:09,18,"Mujer","Caracas","Ingeniera",2,4,4,NA,"Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos"
"362",2020-04-07 15:20:48,18,"Hombre","Caracas","Ingeniera",2,3,3,NA,"De maravilla, me encanta estar aislado","Nada va a cambiar","Estoy haciendo cursos en línea, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"363",2020-04-07 15:25:07,18,"Hombre","Caracas","Ingeniera",2,4,4,"Antibacterial, evitar contacto y tener mucha higiene.","Mal, necesito que esto termine pronto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"364",2020-04-07 15:26:42,18,"Mujer","Caracas","Derecho",1,3,5,NA,"Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy aprendiendo algo nuevo (cocina, hobby), Estoy conectado con mis amigos en linea (jugando o conversando)"
"365",2020-04-07 15:30:37,17,"Hombre","Caracas","Economía",2,1,4,NA,"Bien, tampoco es para tanto","Nada va a cambiar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"366",2020-04-07 15:30:47,18,"Hombre","Caracas","Ingeniera",2,2,5,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"367",2020-04-07 15:34:38,18,"Hombre","Caracas","Ingeniera",2,2,5,NA,"Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"368",2020-04-07 15:35:02,20,"Mujer","Caracas","Derecho",2,3,5,"Estar en casa, salir lo menos posible","Regular, pero no hay más remedio","Nada va a cambiar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"369",2020-04-07 15:42:57,22,"Hombre","Caracas","Ingeniera",4,3,5,"Tapabocas, guantes, lavarse las manos, no tocarse la cara","Bien, tampoco es para tanto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando con un instrumento musical, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"370",2020-04-07 15:43:44,26,"Hombre","Caracas","Educación",4,2,3,NA,"Bien, tampoco es para tanto","Las cosas van a estar mal","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"371",2020-04-07 15:47:08,17,"Hombre","Caracas","Ingeniera",2,3,5,"usar un tapabocas, lavarme las manos cada cierto tiempo entre otras medidas","Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy jugando videojuegos, Estoy conectado con mis amigos en linea (jugando o conversando)"
"372",2020-04-07 15:48:22,18,"Mujer","Caracas","Comunicación Social",1,3,5,NA,"Regular, pero no hay más remedio","Las cosas van a mejorar","Estoy viendo más television, Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"373",2020-04-07 15:50:08,20,"Mujer","Caracas","Psicología",2,3,3,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a estar mal","Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy escribiendo, Estoy practicando con un instrumento musical, Estoy jugando videojuegos, Estoy pasando tiempo en familia"
"374",2020-04-07 16:00:09,17,"Mujer","Caracas","Derecho",2,3,3,NA,"Regular, pero no hay más remedio",NA,NA
"375",2020-04-07 16:00:23,18,"Hombre","Caracas","Ingeniera",2,1,3,"Usar tapabocas al salir de casa. Lavar las manos al entrar a casa","Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"376",2020-04-07 16:06:13,18,"Mujer","Caracas","Ciencias Sociales",1,4,4,NA,"Bien, tampoco es para tanto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy leyendo más de lo habitual (libros, revistas), Estoy haciendo rutinas de ejercicios, Estoy conectado más tiempo en redes sociales, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia"
"377",2020-04-07 16:14:25,17,"Mujer","Caracas","Comunicación Social",1,1,4,NA,"Muy mal, estoy que me subo por las paredes","Las cosas van a estar mucho mejor","Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy jugando videojuegos, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"378",2020-04-07 16:14:51,18,"Mujer","Caracas","Comunicación Social",1,3,5,"Evitar salir de casa si no es necesario 
Lavarme las manos constantemente 
El uso del tapabocas al salir a la calle 
Dejar los zapatos en la entrada de la casa 
Limpiar la casa con agua y cloro 
Mantener el cabello recogido","Mal, necesito que esto termine pronto","Las cosas van a mejorar","Estoy adelantando mis estudios, Estoy haciendo cursos en línea, Estoy leyendo más de lo habitual (libros, revistas), Estoy viendo más television, Estoy conectado más tiempo en redes sociales, Estoy haciendo manualidades (orfebreria, papercraft, escultura, pintura), Estoy practicando con un instrumento musical, Estoy aprendiendo algo nuevo (cocina, hobby), Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
"379",2020-04-07 16:18:08,18,"Mujer","Caracas","Comunicación Social",1,4,5,"Usar guantes, tapaboca, alcohol y gel antibacterial. También me he quedado en casa y salgo al mercado con distanciamiento hacia las personas.","Mal, necesito que esto termine pronto","Las cosas van a estar mal","Estoy conectado más tiempo en redes sociales, Estoy practicando meditación/yoga, Estoy pasando tiempo en familia, Estoy conectado con mis amigos en linea (jugando o conversando)"
